Gene,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,CI_lower,CI_upper,evidence,X,fasta,scaffold,gene_position,start_position,end_position,strandedness,ko_id,kegg_hit,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,bin_taxonomy,CAMPER_id,CAMPER_hits,CAMPER_rank,CAMPER_bitScore,CAMPER_gene_description,CAMPER_module,CAMPER_header,CAMPER_subheader,CAMPER_specific_reaction,CAMPER_oxygen,CAMPER_Notes,Domain,Phylum,Class,Order,Family,Genus,Species,SPRUCE_ID
Gene_634866,AvgTemp10cm,AvgTemp10cm,1.3420075397716664,0.6250922726785249,0.04169241203659782,AvgTemp10cm,0.3816108445688233,28,13,0.11682668532175766,2.567188394221575,Exploratory (nominal P < 0.05 only), 642759,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_409,   5,   2683,   2916,-1,K02258,cytochrome c oxidase assembly protein subunit 11,Cytochrome c oxidase assembly protein CtaG/Cox11 [PF04442.19],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_537947,AvgTemp10cm,AvgTemp10cm,1.2359208514464566,0.5289986456033458,0.04271763185471903,AvgTemp10cm,0.3816108445688233,28,22,0.1990835060638989,2.272758196829014,Exploratory (nominal P < 0.05 only), 544467,Peat-16-2-2022_S45-idba_concoct.68,Peat-16-2-2022_S45-idba_concoct.68_4,  65,  73172,  74434,-1,K02351,putative membrane protein,Cytochrome c oxidase caa3 assembly factor (Caa3_CtaG) [PF09678.15],,,,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Palsa-601;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Bog-793,Palsa-601,,SPRUCE 675
Gene_1108087,AvgTemp10cm,AvgTemp10cm,0.6338819101204807,0.3038555104191577,0.06448592283651475,AvgTemp10cm,0.4215177395167305,28,8,0.03832510969893155,1.2294387105420297,Not selected,1121771,Peat-8-2-2021_S31-idba_metabat.52,Peat-8-2-2021_S31-idba_metabat.52_41,  22,  23783,  24157,-1,K02277,cytochrome c oxidase subunit IV [EC:7.1.1.9],Prokaryotic Cytochrome C oxidase subunit IV [PF03626.19],,,,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,SPRUCE 2313
Gene_600654,AvgTemp10cm,AvgTemp10cm,1.061049089565095,0.5179728998706454,0.0690354147059627,AvgTemp10cm,0.4241627209685256,28,19,0.045822205818629946,2.07627597331156,Not selected, 608020,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_98,   3,   1871,   2707, 1,K02275,cytochrome c oxidase subunit II [EC:7.1.1.9],"Cytochrome C oxidase subunit II, periplasmic domain [PF00116.25]; Cytochrome C oxidase subunit II, transmembrane domain [PF02790.20]",,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_596005,AvgTemp10cm,AvgTemp10cm,0.6999281312728681,0.39237194255506797,0.08659472570631041,AvgTemp10cm,0.4686892981604837,28,15,-0.06912087613506512,1.4689771386808013,Not selected, 603319,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_132,   4,   3380,   4036,-1,K00411,ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8],Ubiquitinol-cytochrome C reductase Fe-S subunit TAT signal [PF10399.14]; Rieske [2Fe-2S] domain [PF00355.31],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_599018,AvgTemp10cm,AvgTemp10cm,0.18845955476048037,0.10664184081109065,0.08939825666997159,AvgTemp10cm,0.4686892981604837,28,4,-0.020558453229257312,0.39747756275021806,Not selected, 606373,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_444,   2,    187,    816, 1,K00411,ubiquinol-cytochrome c reductase iron-sulfur subunit [EC:7.1.1.8],Ubiquitinol-cytochrome C reductase Fe-S subunit TAT signal [PF10399.14],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_1106085,AvgTemp10cm,AvgTemp10cm,0.639991090290727,0.38040120769334307,0.10493965152694762,AvgTemp10cm,0.4837437536434893,28,4,-0.10559527678822545,1.3855774573696795,Not selected,1119727,Peat-8-2-2021_S31-idba_metabat.52,Peat-8-2-2021_S31-idba_metabat.52_1,  79,  89352,  91325,-1,,,"YNCE-like beta-propeller [PF21783.2]; Lactonase, 7-bladed beta-propeller [PF10282.14]; Cytochrome D1 heme domain [PF02239.21]; Di-haem oxidoreductase, putative peroxidase [PF06537.16]; Di-haem cytochrome c peroxidase [PF03150.19]; SMP-30/Gluconolactonase/LRE-like region [PF08450.17]",,,,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,SPRUCE 2313
Gene_921581,AvgTemp10cm,AvgTemp10cm,1.0370345441716753,0.6280892738292382,0.11122742939397469,AvgTemp10cm,0.4837437536434893,28,14,-0.19402043253363144,2.2680895208769822,Not selected, 932854,Peat-4-2-2021_S29-idba_metabat.8,Peat-4-2-2021_S29-idba_metabat.8_2,  47,  40946,  42577,-1,K02274,cytochrome c oxidase subunit I [EC:7.1.1.9],Cytochrome C and Quinol oxidase polypeptide I [PF00115.25],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__REEB95;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,ATCC43930,Stellaceae,REEB95,,SPRUCE 87
Gene_633915,AvgTemp10cm,AvgTemp10cm,0.833031926188297,0.5094029932477414,0.11451428970501776,AvgTemp10cm,0.4837437536434893,28,22,-0.16539794057727608,1.8314617929538701,Not selected, 641782,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_29,   7,   6564,   7394, 1,K00413,ubiquinol-cytochrome c reductase cytochrome c1 subunit,Cytochrome C1 family [PF02167.20],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_596463,AvgTemp10cm,AvgTemp10cm,0.4989224031785486,0.3060130131484389,0.11555403259589216,AvgTemp10cm,0.4837437536434893,28,10,-0.10086310259239156,1.0987079089494887,Not selected, 603797,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_17,  12,  13281,  14183, 1,K02297,cytochrome o ubiquinol oxidase subunit II [EC:7.1.1.3],"Cytochrome C oxidase subunit II, periplasmic domain [PF00116.25]; COX Aromatic Rich Motif [PF06481.19]",,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_599794,AvgTemp10cm,AvgTemp10cm,0.6374677198723826,0.3950492618520595,0.11915836648338181,AvgTemp10cm,0.4837437536434893,28,16,-0.13682883335765406,1.4117642731024191,Not selected, 607152,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_574,   3,   2087,   2545,-1,,,Cytochrome C' [PF01322.25],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_598451,AvgTemp10cm,AvgTemp10cm,0.37296870240084656,0.2314574089808429,0.11964915274021916,AvgTemp10cm,0.4837437536434893,28,4,-0.08068781920160556,0.8266252240032987,Not selected, 605803,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_366,   5,   3483,   4505,-1,,,Cytochrome c-type biogenesis protein CcmF C-terminal [PF16327.10],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_633170,AvgTemp10cm,AvgTemp10cm,0.6950700672731652,0.43593127028981654,0.12340135980113907,AvgTemp10cm,0.4837437536434893,28,9,-0.15935522249487521,1.5494953570412058,Not selected, 641033,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_217,   1,      3,    494,-1,,,Cytochrome c [PF00034.26],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_1106708,AvgTemp10cm,AvgTemp10cm,0.34422154445160025,0.2043046882086642,0.12351012153587605,AvgTemp10cm,0.4837437536434893,28,5,-0.056215644437381584,0.7446587333405821,Not selected,1120354,Peat-8-2-2021_S31-idba_metabat.52,Peat-8-2-2021_S31-idba_metabat.52_17,  60,  79442,  79771, 1,,,"Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]; Cytochrome c [PF00034.26]",,,,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,SPRUCE 2313
Gene_921222,AvgTemp10cm,AvgTemp10cm,0.3412004316012382,0.21467718444122014,0.12454596642313717,AvgTemp10cm,0.4837437536434893,28,4,-0.07956684990355328,0.7619677131060296,Not selected, 932490,Peat-4-2-2021_S29-idba_metabat.8,Peat-4-2-2021_S29-idba_metabat.8_12,  56,  45180,  45488, 1,,,"Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]",,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__REEB95;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,ATCC43930,Stellaceae,REEB95,,SPRUCE 87
Gene_1108069,AvgTemp10cm,AvgTemp10cm,0.3499273678547937,0.21462964439398705,0.133801351618982,AvgTemp10cm,0.49392057182255616,28,4,-0.07074673515742086,0.7706014708670084,Not selected,1121753,Peat-8-2-2021_S31-idba_metabat.52,Peat-8-2-2021_S31-idba_metabat.52_40,   6,   6027,   7547, 1,K00368,nitrite reductase (NO-forming) [EC:1.7.2.1],"Multicopper oxidase [PF07732.20]; Cytochrome c [PF00034.26]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]",,,,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,SPRUCE 2313
Gene_537402,AvgTemp10cm,AvgTemp10cm,0.6374033179679169,0.41933611867499876,0.1410510931095348,AvgTemp10cm,0.5002960518291677,28,19,-0.18449547463508065,1.4593021105709145,Not selected, 543889,Peat-16-2-2022_S45-idba_concoct.68,Peat-16-2-2022_S45-idba_concoct.68_3,  51,  59613,  60560,-1,K03889,quinol---cytochrome-c reductase cytochrome c subunit [EC:7.1.1.8],"Cytochrome c [PF00034.26]; Cytochrome C oxidase, cbb3-type, subunit III [PF13442.11]",,,,,d__Bacteria;p__Actinobacteriota;c__Acidimicrobiia;o__Acidimicrobiales;f__Bog-793;g__Palsa-601;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Actinobacteriota,Acidimicrobiia,Acidimicrobiales,Bog-793,Palsa-601,,SPRUCE 675
Gene_921577,AvgTemp10cm,AvgTemp10cm,-0.3663299276482599,0.2554553381174108,0.16395503286587948,AvgTemp10cm,0.5482117997688232,28,8,-0.867022390358385,0.13436253506186524,Not selected, 932850,Peat-4-2-2021_S29-idba_metabat.8,Peat-4-2-2021_S29-idba_metabat.8_2,  43,  38443,  39255,-1,K02276,cytochrome c oxidase subunit III [EC:7.1.1.9],Cytochrome c oxidase subunit III [PF00510.23],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__REEB95;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,ATCC43930,Stellaceae,REEB95,,SPRUCE 87
Gene_597858,AvgTemp10cm,AvgTemp10cm,0.7545513226698765,0.5293811619928895,0.16642380739718687,AvgTemp10cm,0.5482117997688232,28,11,-0.2830357548361869,1.79213840017594,Not selected, 605210,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_297,   6,   3249,   4532,-1,K17229,sulfide dehydrogenase [flavocytochrome c] flavoprotein chain [EC:1.8.2.3],"Sulfide dehydrogenase [flavocytochrome c] flavoprotein chain, central [PF21706.2]; Pyridine nucleotide-disulphide oxidoreductase [PF07992.19]; Flavocytochrome c sulphide dehydrogenase, flavin-binding [PF09242.16]",,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_1108090,AvgTemp10cm,AvgTemp10cm,0.36492329433370463,0.2450157255618926,0.16898727337279204,AvgTemp10cm,0.5482117997688232,28,6,-0.11530752776760489,0.8451541164350141,Not selected,1121774,Peat-8-2-2021_S31-idba_metabat.52,Peat-8-2-2021_S31-idba_metabat.52_41,  25,  26830,  28008,-1,K02275,cytochrome c oxidase subunit II [EC:7.1.1.9],"Cytochrome C oxidase subunit II, periplasmic domain [PF00116.25]; Cytochrome C oxidase subunit II, transmembrane domain [PF02790.20]; Cytochrome c [PF00034.26]",,,,,d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Opitutales;f__Opitutaceae;g__Palsa-1447;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Verrucomicrobiota,Verrucomicrobiae,Opitutales,Opitutaceae,Palsa-1447,,SPRUCE 2313
Gene_632824,AvgTemp10cm,AvgTemp10cm,1.302560275623534,0.921383513518473,0.16978201261497136,AvgTemp10cm,0.5482117997688232,28,14,-0.5033514108726731,3.108471962119741,Not selected, 640683,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_19,  21,  20965,  22950, 1,K02198,cytochrome c-type biogenesis protein CcmF,Cytochrome c-type biogenesis protein CcmF C-terminal [PF16327.10]; Cytochrome C assembly protein [PF01578.25],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_600659,AvgTemp10cm,AvgTemp10cm,0.5886132334400332,0.3988160916127625,0.1736925151806939,AvgTemp10cm,0.5509780695857577,28,17,-0.1930663061209812,1.3702927730010477,Not selected, 608025,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_98,   8,   6210,   7058, 1,K02276,cytochrome c oxidase subunit III [EC:7.1.1.9],Cytochrome c oxidase subunit III [PF00510.23],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,,,,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
