Gene,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,CI_lower,CI_upper,evidence,X,fasta,scaffold,gene_position,start_position,end_position,strandedness,ko_id,kegg_hit,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,bin_taxonomy,CAMPER_id,CAMPER_hits,CAMPER_rank,CAMPER_bitScore,CAMPER_gene_description,CAMPER_module,CAMPER_header,CAMPER_subheader,CAMPER_specific_reaction,CAMPER_oxygen,CAMPER_Notes,Domain,Phylum,Class,Order,Family,Genus,Species,SPRUCE_ID
Gene_585465,WT_drawdown_cm,WT_drawdown_cm,-0.8591076005080762,0.27888985748793427,0.0049727549671549605,WT_drawdown_cm,0.039782039737239684,28,9,-1.4057317211844274,-0.3124834798317251,Confirmatory (FDR < 0.05), 592583,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_32,   8,   6803,   7615, 1,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],,,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],A,  99.3,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 3,4-Carboxymuconolactone => 3-Oxoadipate enol-lactone,oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_959535,WT_drawdown_cm,WT_drawdown_cm,-2.01729591272034,0.6714520267203691,0.0059749790981002545,WT_drawdown_cm,0.04345439344072912,28,15,-3.3333418850922634,-0.7012499403484167,Confirmatory (FDR < 0.05), 971366,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_13,  29,  24628,  24999, 1,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],Carboxymuconolactone decarboxylase family [PF02627.25],,,,,Peat-6-2-2020_S21-spades_concoct.115.renamed,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],A, 160.2,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 3,4-Carboxymuconolactone => 3-Oxoadipate enol-lactone,oxic,,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_586563,WT_drawdown_cm,WT_drawdown_cm,-1.7981366744020237,0.6545207221622356,0.010984110846691087,WT_drawdown_cm,0.06492032830898183,28,11,-3.0809972898400053,-0.5152760589640422,Suggestive (FDR < 0.10), 593690,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_9,   4,   5415,   6803, 1,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],"AMP-binding enzyme [PF00501.33]; Acyl-protein synthetase, LuxE [PF04443.17]",,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],A, 274.2,paaK;phenylacetate-CoA ligase,phenylacetate conversion to benzoyl-coa (anoxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;phenylacetic_acid,step 1,phenylacetate => phenylacetyl-CoA,anoxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_586564,WT_drawdown_cm,WT_drawdown_cm,-1.7981366744020237,0.6545207221622356,0.010984110846691087,WT_drawdown_cm,0.06492032830898183,28,11,-3.0809972898400053,-0.5152760589640422,Suggestive (FDR < 0.10), 593691,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_9,   4,   5415,   6803, 1,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],"AMP-binding enzyme [PF00501.33]; Acyl-protein synthetase, LuxE [PF04443.17]",,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],A, 274.2,paaK;phenylacetate-CoA ligase,phenylacteate degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;phenylacetic_acid,step 1,phenylacetate => phenylacetyl-CoA,oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_300143,WT_drawdown_cm,WT_drawdown_cm,-1.6285371989622737,0.601955504662828,0.01210559473878759,WT_drawdown_cm,0.06492032830898183,28,13,-2.8083699881014166,-0.44870440982313076,Suggestive (FDR < 0.10), 303588,Peat-11-2-2021_S33-spades_concoct.126,Peat-11-2-2021_S33-spades_concoct.126_39,   2,   1178,   2329, 1,K13831,3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27],Aldolase/RraA [PF03737.20],,,,,Peat-11-2-2021_S33-spades_concoct.126.renamed,K10218,4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17],A, 199.2,ligK; 4-oxalocitramalate aldolase,protocatechuic acid degradation- meta-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 6,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylate => pyruvate, oxaloacetate",oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,UBA114,UBA114 sp002506335,SPRUCE 2021
Gene_959459,WT_drawdown_cm,WT_drawdown_cm,-2.338694482003813,0.8653350257905237,0.012183366470681276,WT_drawdown_cm,0.06492032830898183,28,22,-4.0347511325532395,-0.6426378314543868,Suggestive (FDR < 0.10), 971290,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_11,   9,   4897,   7092,-1,K03782,catalase-peroxidase [EC:1.11.1.21],Peroxidase [PF00141.28],AA2,AA2 manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-); cytochrome-c peroxidase (EC 1.11.1.5); ascorbate peroxidase (EC 1.11.1.11),"1.11.1.11,1.11.1.13,1.11.1.14,1.11.1.16,1.11.1.5,1.11.1.-",AA2.hmm,Peat-6-2-2020_S21-spades_concoct.115.renamed,K03782,katG; catalase-peroxidase [EC:1.11.1.21],A,1476.9,AA2 manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-),peroxidase (non-specific),non-specific;non-specific;non-specific,step 1,non-specific,oxic,extracellular,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_959603,WT_drawdown_cm,WT_drawdown_cm,-2.5233349908793574,0.9448273399872928,0.01311710973639888,WT_drawdown_cm,0.06492032830898183,28,18,-4.375196577254451,-0.6714734045042634,Suggestive (FDR < 0.10), 971434,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_14,  43,  37451,  38212,-1,K03809,NAD(P)H dehydrogenase (quinone) [EC:1.6.5.2],NADPH-dependent FMN reductase [PF03358.20]; Flavodoxin domain [PF12724.12]; Flavodoxin domain [PF12641.12]; Flavodoxin [PF00258.30]; Flavodoxin [PF12682.12],AA6,"AA6 1,4-benzoquinone reductase (EC. 1.6.5.6)",1.6.5.6,AA6.hmm,Peat-6-2-2020_S21-spades_concoct.115.renamed,AA6.hmm,AA6,A, 115.9,NA,NA,NA,NA,NA,NA,NA,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_961511,WT_drawdown_cm,WT_drawdown_cm,-1.949744027787453,0.75188847610389975,0.015668819165939995,WT_drawdown_cm,0.06492032830898183,28,20,-3.423445440951096,-0.4760426146238095,Suggestive (FDR < 0.10), 973373,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_9,  39,  31873,  32895, 1,K07045,uncharacterized protein,Amidohydrolase [PF04909.19],,,,,Peat-6-2-2020_S21-spades_concoct.115.renamed,D00041,D00041;GARD_GRDC_RHIRD,A, 200.0,"GARD;gamma-resorcylic acid decarboxylase,EC:4.1.1.103",resorcylic acid degradation (oxic),polyphenols;other_polyphenols;other_polyphenols;resorcinol,step 1,gamma-resorcylate => resorcinol,oxic,,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_584543,WT_drawdown_cm,WT_drawdown_cm,-0.9055373256670113,0.35099957038731466,0.016148531613400473,WT_drawdown_cm,0.06492032830898183,28,10,-1.593496483626148,-0.21757816770787453,Suggestive (FDR < 0.10), 591652,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_159,   5,   3616,   3975, 1,K22960,gallate decarboxylase subunit D,Bacterial proteasome assembling chaperone-like protein [PF21758.2],,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K22960,gallate decarboxylase subunit D,A,  86.5,lpdD;gallate decarboxylase subunit D,gallate conversion to pyrogallol (anoxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;gallic_acid,step 1 subunit D,gallate => pyrogallol,anoxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_358830,WT_drawdown_cm,WT_drawdown_cm,-1.3457040062016075,0.5234617153357455,0.016486066761188158,WT_drawdown_cm,0.06492032830898183,28,12,-2.3716889682596687,-0.31971904414354624,Suggestive (FDR < 0.10), 363086,Peat-13-2-2020_S25-spades_concoct.114,Peat-13-2-2020_S25-spades_concoct.114_254,   1,     19,   2700, 1,K05299,formate dehydrogenase (NADP+) alpha subunit [EC:1.17.1.10],"Molybdopterin oxidoreductase [PF00384.27]; Molydopterin dinucleotide binding domain [PF01568.26]; 2Fe-2S iron-sulfur cluster binding domain [PF13510.11]; NADH-quinone oxidoreductase subunit 3, ferredoxin-like domain [PF22117.1]; Molybdopterin oxidoreductase Fe4S4 domain [PF04879.21]; 4Fe-4S dicluster domain [PF12838.12]; 4Fe-4S dicluster domain [PF14697.11]; 4Fe-4S dicluster domain [PF13187.11]; NADH-ubiquinone oxidoreductase-G iron-sulfur binding region [PF10588.14]; 4Fe-4S dicluster domain [PF13237.11]; 4Fe-4S dicluster domain [PF13183.11]",,,,,Peat-13-2-2020_S25-spades_concoct.114.renamed,D00012,D00012;Cldh,B, 170.0,CLD; catechol lignan dehydroxylase,pinoresinol conversion route 1 (anoxic),polyphenols;lignans;lignans;pinoresinol,route 1 step 3,didemethyl-secoisolariciresional => enterodiol,anoxic,,Archaea,Methanobacteriota,Methanobacteria,Methanobacteriales,Methanobacteriaceae,Methanobacterium_A,,SPRUCE 556
Gene_959369,WT_drawdown_cm,WT_drawdown_cm,-2.7376859153392217,1.079103223292583,0.017796705809148092,WT_drawdown_cm,0.06492032830898183,28,17,-4.852728232992684,-0.6226435976857592,Suggestive (FDR < 0.10), 971200,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_10,  55,  47154,  47516, 1,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],,,,,,Peat-6-2-2020_S21-spades_concoct.115.renamed,K01607,4-carboxymuconolactone decarboxylase [EC:4.1.1.44],A,  23.6,pcaC; 4-carboxymuconolactone decarboxylase [EC:4.1.1.44],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 3,4-Carboxymuconolactone => 3-Oxoadipate enol-lactone,oxic,,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_299725,WT_drawdown_cm,WT_drawdown_cm,-0.976536532623554,0.38570454084646305,0.01800588476169516,WT_drawdown_cm,0.06492032830898183,28,11,-1.7325174326826216,-0.2205556325644864,Suggestive (FDR < 0.10), 303167,Peat-11-2-2021_S33-spades_concoct.126,Peat-11-2-2021_S33-spades_concoct.126_110,   2,   1391,   2122,-1,,,Fumarylacetoacetate (FAA) hydrolase family [PF01557.23],,,,,Peat-11-2-2021_S33-spades_concoct.126.renamed,K05921,"5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]",A, 241.1,"hpaG; 5-oxopent-3-ene-1,2,5-tricarboxylate decarboxylase / 2-hydroxyhepta-2,4-diene-1,7-dioate isomerase [EC:4.1.1.68 5.3.3.-]",homoprotocatechuic acid degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;homoprotocatechuic_acid,step 4,5-Carboxy-2-oxohept-3-enedioate <=> 2-Oxohept-3-enedioate,oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanotrichales,Methanotrichaceae,UBA114,UBA114 sp002506335,SPRUCE 2021
Gene_960591,WT_drawdown_cm,WT_drawdown_cm,-2.510398793794557,1.005386964840391,0.019476098492694546,WT_drawdown_cm,0.06492032830898183,28,18,-4.480957244881724,-0.5398403427073908,Suggestive (FDR < 0.10), 972447,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_35,   8,   6108,   7406,-1,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],"AMP-binding enzyme C-terminal domain [PF14535.11]; AMP-binding enzyme [PF00501.33]; Acyl-protein synthetase, LuxE [PF04443.17]",,,,,Peat-6-2-2020_S21-spades_concoct.115.renamed,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],A, 620.2,paaK;phenylacetate-CoA ligase,phenylacteate degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;phenylacetic_acid,step 1,phenylacetate => phenylacetyl-CoA,oxic,,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_960592,WT_drawdown_cm,WT_drawdown_cm,-2.510398793794557,1.005386964840391,0.019476098492694546,WT_drawdown_cm,0.06492032830898183,28,18,-4.480957244881724,-0.5398403427073908,Suggestive (FDR < 0.10), 972448,Peat-6-2-2020_S21-spades_concoct.115,Peat-6-2-2020_S21-spades_concoct.115_35,   8,   6108,   7406,-1,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],"AMP-binding enzyme C-terminal domain [PF14535.11]; AMP-binding enzyme [PF00501.33]; Acyl-protein synthetase, LuxE [PF04443.17]",,,,,Peat-6-2-2020_S21-spades_concoct.115.renamed,K01912,phenylacetate-CoA ligase [EC:6.2.1.30],A, 620.2,paaK;phenylacetate-CoA ligase,phenylacetate conversion to benzoyl-coa (anoxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;phenylacetic_acid,step 1,phenylacetate => phenylacetyl-CoA,anoxic,,Archaea,Halobacteriota,Bog-38,Bog-38,Bog-38,Bog-38,Bog-38 sp003139855,SPRUCE 510
Gene_584121,WT_drawdown_cm,WT_drawdown_cm,-2.8824894467985382,1.1703910138897393,0.021020567219306476,WT_drawdown_cm,0.06726581510178073,28,10,-5.176455834022427,-0.5885230595746491,Suggestive (FDR < 0.10), 591228,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_10,   9,  10244,  11722, 1,,,AMP-binding enzyme [PF00501.33]; AMP-binding enzyme C-terminal domain [PF13193.11],,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,D00017,D00017;CarB,B, 121.0,CarB;caffeyl-CoA synthetase ,caffeate respiration (anoxic),polyphenols;phenolic_acids;hydroxycinnamic_acids;caffeic_acid,Subunit B,caffeate => caffeyl-coenzyme A,anoxic,gene cluster,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
Gene_585012,WT_drawdown_cm,WT_drawdown_cm,-1.152370494981527,0.4758992277713465,0.02304640840652381,WT_drawdown_cm,0.07091202586622711,28,12,-2.0851329814133663,-0.21960800854968787,Suggestive (FDR < 0.10), 592128,Peat-17-2-2020_S27-spades_metabat.18,Peat-17-2-2020_S27-spades_metabat.18_236,   1,     69,   1310, 1,K13831,3-hexulose-6-phosphate synthase / 6-phospho-3-hexuloisomerase [EC:4.1.2.43 5.3.1.27],Aldolase/RraA [PF03737.20]; Orotidine 5'-phosphate decarboxylase / HUMPS family [PF00215.29],,,,,Peat-17-2-2020_S27-spades_metabat.18.renamed,K10218,4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17],A, 189.3,ligK; 4-oxalocitramalate aldolase,protocatechuic acid degradation- meta-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 6,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylate => pyruvate, oxaloacetate",oxic,,Archaea,Halobacteriota,Methanosarcinia,Methanosarcinales,Methanosarcinaceae,Methanosarcina,,SPRUCE 2026
