Gene,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,CI_lower,CI_upper,evidence,X,fasta,scaffold,gene_position,start_position,end_position,strandedness,ko_id,kegg_hit,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,bin_taxonomy,CAMPER_id,CAMPER_hits,CAMPER_rank,CAMPER_bitScore,CAMPER_gene_description,CAMPER_module,CAMPER_header,CAMPER_subheader,CAMPER_specific_reaction,CAMPER_oxygen,CAMPER_Notes,Domain,Phylum,Class,Order,Family,Genus,Species,SPRUCE_ID
Gene_633126,AvgTemp10cm,AvgTemp10cm,0.8873683659845704,0.3173188305554796,0.02146035763268601,AvgTemp10cm,0.3123846974489927,28,28,0.26542345809583034,1.5093132738733104,Exploratory (nominal P < 0.05 only), 640985,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_211,   2,    350,   1849,-1,K00146,phenylacetaldehyde dehydrogenase [EC:1.2.1.39],Aldehyde dehydrogenase family [PF00171.27],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,K00135,succinate-semialdehyde dehydrogenase / glutarate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.79 1.2.1.20],A, 596.2,gabD; succinate-semialdehyde dehydrogenase,homoprotocatechuic acid degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;homoprotocatechuic_acid,step 7,succinate semialdehyde => succinate,oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_632801,AvgTemp10cm,AvgTemp10cm,0.9800608768115194,0.40369393253357283,0.022728160334102354,AvgTemp10cm,0.3123846974489927,28,7,0.18882076904571665,1.7713009845773222,Exploratory (nominal P < 0.05 only), 640660,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_188,   6,   5832,   6623,-1,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],"alpha/beta hydrolase fold [PF00561.25]; Serine aminopeptidase, S33 [PF12146.13]; Alpha/beta hydrolase family [PF12697.12]; Thioesterase domain [PF00975.25]; TAP-like protein [PF08386.15]",,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],A, 313.5,pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],protocatechuic acid degradation- ortho-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 4,3-Oxoadipate enol-lactone => 3-Oxoadipate,oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_632802,AvgTemp10cm,AvgTemp10cm,0.9800608768115194,0.40369393253357283,0.022728160334102354,AvgTemp10cm,0.3123846974489927,28,7,0.18882076904571665,1.7713009845773222,Exploratory (nominal P < 0.05 only), 640661,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_188,   6,   5832,   6623,-1,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],"alpha/beta hydrolase fold [PF00561.25]; Serine aminopeptidase, S33 [PF12146.13]; Alpha/beta hydrolase family [PF12697.12]; Thioesterase domain [PF00975.25]; TAP-like protein [PF08386.15]",,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,K01055,3-oxoadipate enol-lactonase [EC:3.1.1.24],A, 313.5,pcaD; 3-oxoadipate enol-lactonase [EC:3.1.1.24],catechol degradation- ortho cleavage (oxic),polyphenols;other_polyphenols;other_polyphenols;catechol,Step 4,3-Oxoadipate enol-lactone => 3-Oxoadipate,oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_634568,AvgTemp10cm,AvgTemp10cm,1.2360811165749275,0.434729083456349,0.02292611090864488,AvgTemp10cm,0.3123846974489927,28,25,0.38401211300048355,2.0881501201493715,Exploratory (nominal P < 0.05 only), 642460,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_37,   2,    801,   1223,-1,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],Putative oxalocrotonate tautomerase enzyme [PF14832.11],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],A,  33.5,praC; 2-hydroxymuconate tautomerase,4-methylcatechol degradation- meta-cleavage route 1 (oxic),polyphenols;other_polyphenols;other_polyphenols;4-methylcatechol,route 1 step 3 ,"2-Hydroxy-5-methyl-cis,cis-muconate => 2-Oxo-5-methyl-cis-muconate",oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_634569,AvgTemp10cm,AvgTemp10cm,1.2360811165749275,0.434729083456349,0.02292611090864488,AvgTemp10cm,0.3123846974489927,28,25,0.38401211300048355,2.0881501201493715,Exploratory (nominal P < 0.05 only), 642461,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_37,   2,    801,   1223,-1,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],Putative oxalocrotonate tautomerase enzyme [PF14832.11],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],A,  33.5,praC; 2-hydroxymuconate tautomerase,catechol degradation- meta-cleavage route 1 (oxic),polyphenols;other_polyphenols;other_polyphenols;catechol,route 1 step 3 ,2-Hydroxymuconate => 4-Oxalocrotonate,oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_633848,AvgTemp10cm,AvgTemp10cm,1.3326890656268466,0.4906235028036254,0.02490503196219227,AvgTemp10cm,0.3123846974489927,28,22,0.3710670001317409,2.2943111311219524,Exploratory (nominal P < 0.05 only), 641715,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_281,   7,   5301,   5975,-1,K10218,4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17],Aldolase/RraA [PF03737.20],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,K10218,4-hydroxy-4-methyl-2-oxoglutarate aldolase [EC:4.1.3.17],A, 238.0,ligK; 4-oxalocitramalate aldolase,protocatechuic acid degradation- meta-cleavage (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;protocatechuic_acid,step 6,"2-hydroxy-4-oxobutane-1,2,4-tricarboxylate => pyruvate, oxaloacetate",oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_634174,AvgTemp10cm,AvgTemp10cm,1.7268322390382782,0.6622849751235067,0.025880735963768626,AvgTemp10cm,0.3123846974489927,28,21,0.42875368779620504,3.0249107902803516,Exploratory (nominal P < 0.05 only), 642041,Peat-17-2-2022_S46-idba_metabat.23_sub,Peat-17-2-2022_S46-idba_metabat.23_sub_319,   4,   2269,   3759, 1,K22552,multicopper oxidase [EC:1.16.3.1],Multicopper oxidase [PF07731.19]; Multicopper oxidase [PF07732.20]; Multicopper oxidase [PF00394.27],AA1_2; AA1_3; AA1,AA1 Laccase / p-diphenol:oxygen oxidoreductase / ferroxidase (EC 1.10.3.2); ; ferroxidase (EC 1.10.3.-); Laccase-like multicopper oxidase (EC 1.10.3.-),"1.10.3.2; 1.10.3.2; 1.10.3.2,1.10.3.-",AA1.hmm,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Beijerinckiaceae;g__Roseiarcus;s__Roseiarcus sp003164825,AA1.hmm,AA1,A, 158.6,NA,NA,NA,NA,NA,NA,NA,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Beijerinckiaceae,Roseiarcus,Roseiarcus sp003164825,SPRUCE 397
Gene_599455,AvgTemp10cm,AvgTemp10cm,1.9724533450198984,0.7496068796490611,0.026123246585595086,AvgTemp10cm,0.3123846974489927,28,21,0.5032238609077386,3.4416828291320583,Exploratory (nominal P < 0.05 only), 606812,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_51,  14,  12416,  13486, 1,K00450,"gentisate 1,2-dioxygenase [EC:1.13.11.4]",Cupin domain [PF07883.16],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,K00450,"gentisate 1,2-dioxygenase [EC:1.13.11.4]",A, 426.6,"GenD;gentisate 1,2-dioxygenase",gentisic acid degradation route 1 (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;gentisic_acid,route 1 step 1,gentisate => 3-maleylpyruvate,oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_599456,AvgTemp10cm,AvgTemp10cm,1.9724533450198984,0.7496068796490611,0.026123246585595086,AvgTemp10cm,0.3123846974489927,28,21,0.5032238609077386,3.4416828291320583,Exploratory (nominal P < 0.05 only), 606813,Peat-17-2-2021_S36-idba_concoct.101_sub,Peat-17-2-2021_S36-idba_concoct.101_sub_51,  14,  12416,  13486, 1,K00450,"gentisate 1,2-dioxygenase [EC:1.13.11.4]",Cupin domain [PF07883.16],,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Xanthobacteraceae;g__BOG-931;s__,K00450,"gentisate 1,2-dioxygenase [EC:1.13.11.4]",A, 426.6,"GenD;gentisate 1,2-dioxygenase",gentisic acid degradation route 2 (oxic),polyphenols;phenolic_acids;hydroxybenzoic_acids;gentisic_acid,route 2 step 1,gentisate => 3-maleylpyruvate,oxic,,Bacteria,Proteobacteria,Alphaproteobacteria,Rhizobiales,Xanthobacteraceae,BOG-931,,SPRUCE 2183
Gene_923191,AvgTemp10cm,AvgTemp10cm,1.2068741336239093,0.5178688044106374,0.028147445541385582,AvgTemp10cm,0.3123846974489927,28,11,0.1918512769790599,2.2218969902687586,Exploratory (nominal P < 0.05 only), 934503,Peat-4-2-2021_S29-idba_metabat.8,Peat-4-2-2021_S29-idba_metabat.8_8,  51,  40927,  42198, 1,K00252,glutaryl-CoA dehydrogenase [EC:1.3.8.6],"Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]",,,,,d__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__ATCC43930;f__Stellaceae;g__REEB95;s__,D00016,D00016;CarC,B, 173.0,CarC;caffeyl-CoA reductase ,caffeate respiration (anoxic),polyphenols;phenolic_acids;hydroxycinnamic_acids;caffeic_acid,Subunit C,caffeyl-coA => hydrocaffeyl-coA,anoxic,gene cluster,Bacteria,Proteobacteria,Alphaproteobacteria,ATCC43930,Stellaceae,REEB95,,SPRUCE 87
