Gene,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero,CI_lower,CI_upper,evidence,X,fasta,scaffold,gene_position,start_position,end_position,strandedness,ko_id,kegg_hit,pfam_hits,cazy_ids,cazy_hits,cazy_subfam_ec,cazy_best_hit,bin_taxonomy,CAMPER_id,CAMPER_hits,CAMPER_rank,CAMPER_bitScore,CAMPER_gene_description,CAMPER_module,CAMPER_header,CAMPER_subheader,CAMPER_specific_reaction,CAMPER_oxygen,CAMPER_Notes,Domain,Phylum,Class,Order,Family,Genus,Species,SPRUCE_ID
Gene_97689,AvgTemp10cm,AvgTemp10cm,0.8981119814670423,0.3818420007182976,0.026851475924673417,AvgTemp10cm,0.750701537768703,28,11,0.14970166005917906,1.6465223028749056,Exploratory (nominal P < 0.05 only),  98744,Peat-10-2-2022_S42-idba_concoct.73_sub,Peat-10-2-2022_S42-idba_concoct.73_sub_144,  20,  16010,  17032, 1,,,N-terminal domain of oxidoreductase [PF16884.10]; Zinc-binding dehydrogenase [PF00107.31]; Zinc-binding dehydrogenase [PF13602.11],,,,,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__,D00019,D00019;CurA,A, 271.0,CurA; curcumin/dihydrocurcumin reductase,curcumin conversion,polyphenols;other_polyphenols;curcuminoids;curcumin,step 1,curcumin => tetrahydrocurcumin,anoxic,,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,,,SPRUCE 2057
Gene_320397,AvgTemp10cm,AvgTemp10cm,1.357447963939795,0.5159800256056836,0.02733133205168209,AvgTemp10cm,0.750701537768703,28,22,0.34612711375265515,2.368768814126935,Exploratory (nominal P < 0.05 only), 324214,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,4-methylcatechol degradation- meta-cleavage route 2 (oxic),polyphenols;other_polyphenols;other_polyphenols;4-methylcatechol,route 2 step 4,4-Hydroxy-2-oxohexanoic acid => Propanal + Pyruvate,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320398,AvgTemp10cm,AvgTemp10cm,1.357447963939795,0.5159800256056836,0.02733133205168209,AvgTemp10cm,0.750701537768703,28,22,0.34612711375265515,2.368768814126935,Exploratory (nominal P < 0.05 only), 324215,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,catechol degradation- meta-cleavage route 2 (oxic),polyphenols;other_polyphenols;other_polyphenols;catechol,route 2 step 4 ,4-hydroxy-2-oxovalerate => pyruvate + acetaldehyde,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320399,AvgTemp10cm,AvgTemp10cm,1.357447963939795,0.5159800256056836,0.02733133205168209,AvgTemp10cm,0.750701537768703,28,22,0.34612711375265515,2.368768814126935,Exploratory (nominal P < 0.05 only), 324216,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,phenylpropionate degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylpropanoic_acids;3-phenylpropionic_acid,step 6,4-hydroxy-2-oxovalerate => pyruvate + acetaldehyde,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320400,AvgTemp10cm,AvgTemp10cm,1.357447963939795,0.5159800256056836,0.02733133205168209,AvgTemp10cm,0.750701537768703,28,22,0.34612711375265515,2.368768814126935,Exploratory (nominal P < 0.05 only), 324217,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,trans-cinnamate degradation (oxic),polyphenols;phenolic_acids;hydrxoycinnamic_acids;trans-cinnamate,step 6,4-hydroxy-2-oxovalerate => pyruvate + acetaldehyde,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_113427,AvgTemp10cm,AvgTemp10cm,0.44232099305620187,0.19035786119165377,0.02856948361899221,AvgTemp10cm,0.750701537768703,28,7,0.06921958512056048,0.8154224009918433,Exploratory (nominal P < 0.05 only), 114673,Peat-10-2-2022_S42-idba_metabat.12,Peat-10-2-2022_S42-idba_metabat.12_60,  26,  18818,  19594, 1,,,Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__,D00023,PGR;phloroglucinol reductase,A, 322.5,PGR;phloroglucinol reductase,phloroglucinol degradation (anoxic),polyphenols;other_polyphenols;other_polyphenols;phloroglucinol,step 1,phloroglucinol => dihydrophloroglucinol,anoxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Palsa-343,,SPRUCE 2060
Gene_318733,AvgTemp10cm,AvgTemp10cm,1.0695475066072282,0.47947849224708977,0.034913646994076473,AvgTemp10cm,0.750701537768703,28,19,0.12976966180293226,2.0093253514115244,Exploratory (nominal P < 0.05 only), 322540,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_0, 172, 182642, 183025, 1,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],Tautomerase enzyme [PF14552.11],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],A,  61.7,praC; 2-hydroxymuconate tautomerase,4-methylcatechol degradation- meta-cleavage route 1 (oxic),polyphenols;other_polyphenols;other_polyphenols;4-methylcatechol,route 1 step 3 ,"2-Hydroxy-5-methyl-cis,cis-muconate => 2-Oxo-5-methyl-cis-muconate",oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_318734,AvgTemp10cm,AvgTemp10cm,1.0695475066072282,0.47947849224708977,0.034913646994076473,AvgTemp10cm,0.750701537768703,28,19,0.12976966180293226,2.0093253514115244,Exploratory (nominal P < 0.05 only), 322541,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_0, 172, 182642, 183025, 1,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],Tautomerase enzyme [PF14552.11],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01821,4-oxalocrotonate tautomerase [EC:5.3.2.6],A,  61.7,praC; 2-hydroxymuconate tautomerase,catechol degradation- meta-cleavage route 1 (oxic),polyphenols;other_polyphenols;other_polyphenols;catechol,route 1 step 3 ,2-Hydroxymuconate => 4-Oxalocrotonate,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_97426,AvgTemp10cm,AvgTemp10cm,0.8589750117977761,0.3917123541391817,0.037837249059114016,AvgTemp10cm,0.750701537768703,28,7,0.09121879768497998,1.6267312259105724,Exploratory (nominal P < 0.05 only),  98478,Peat-10-2-2022_S42-idba_concoct.73_sub,Peat-10-2-2022_S42-idba_concoct.73_sub_126,   2,    931,   1725, 1,K02510,4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],HpcH/HpaI aldolase/citrate lyase family [PF03328.19],,,,,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__,K02510,4-hydroxy-2-oxoheptanedioate aldolase [EC:4.1.2.52],A, 203.4,hpaI; 4-hydroxy-2-oxoheptanedioate aldolase,homoprotocatechuic acid degradation (oxic),polyphenols;phenolic_acids;hydroxyphenylacetic_acids;homoprotocatechuic_acid,step 6,"2,4-dihydroxyhept-2-enedioate => succinate semialdehyde",oxic,,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,,,SPRUCE 2057
Gene_374259,AvgTemp10cm,AvgTemp10cm,1.0962688178406725,0.5081839386772697,0.04079644933651511,AvgTemp10cm,0.750701537768703,28,8,0.10022829803322386,2.092309337648121,Exploratory (nominal P < 0.05 only), 378756,Peat-13-2-2021_S34-idba_metabat.25,Peat-13-2-2021_S34-idba_metabat.25_29,  10,  11725,  12888, 1,,,"Acyl-CoA dehydrogenase, C-terminal domain [PF00441.29]; Acyl-CoA dehydrogenase, middle domain [PF02770.24]; Acyl-CoA dehydrogenase, N-terminal domain [PF02771.21]; Acyl-CoA dehydrogenase, C-terminal domain [PF08028.16]",,,,,d__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Steroidobacterales;f__Steroidobacteraceae;g__Bog-1198;s__,D00016,D00016;CarC,A, 225.0,CarC;caffeyl-CoA reductase ,caffeate respiration (anoxic),polyphenols;phenolic_acids;hydroxycinnamic_acids;caffeic_acid,Subunit C,caffeyl-coA => hydrocaffeyl-coA,anoxic,gene cluster,Bacteria,Proteobacteria,Gammaproteobacteria,Steroidobacterales,Steroidobacteraceae,Bog-1198,,SPRUCE 275
Gene_97686,AvgTemp10cm,AvgTemp10cm,0.697496204888677,0.33138884847634426,0.0455306796100784,AvgTemp10cm,0.750701537768703,28,11,0.04797406187504227,1.3470183479023117,Exploratory (nominal P < 0.05 only),  98741,Peat-10-2-2022_S42-idba_concoct.73_sub,Peat-10-2-2022_S42-idba_concoct.73_sub_144,  18,  14499,  15251, 1,K00038,3alpha(or 20beta)-hydroxysteroid dehydrogenase [EC:1.1.1.53],Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30],,,,,d__Bacteria;p__Desulfobacterota_B;c__Binatia;o__Binatales;f__Binataceae;g__;s__,D00023,PGR;phloroglucinol reductase,B, 263.9,PGR;phloroglucinol reductase,phloroglucinol degradation (anoxic),polyphenols;other_polyphenols;other_polyphenols;phloroglucinol,step 1,phloroglucinol => dihydrophloroglucinol,anoxic,,Bacteria,Desulfobacterota_B,Binatia,Binatales,Binataceae,,,SPRUCE 2057
Gene_109812,WT_drawdown_cm,WT_drawdown_cm,-2.0252307023316902,0.4692034737955076,3.154965331701694e-4,WT_drawdown_cm,0.08322915272199274,28,15,-2.944869510970885,-1.1055918936924953,Suggestive (FDR < 0.10), 111013,Peat-10-2-2022_S42-idba_metabat.12,Peat-10-2-2022_S42-idba_metabat.12_10,  12,  19498,  20280, 1,K00059,3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100],Enoyl-(Acyl carrier protein) reductase [PF13561.11]; short chain dehydrogenase [PF00106.30]; KR domain [PF08659.15],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__Acidobacteriaceae;g__Palsa-343;s__,D00023,PGR;phloroglucinol reductase,B, 273.8,PGR;phloroglucinol reductase,phloroglucinol degradation (anoxic),polyphenols;other_polyphenols;other_polyphenols;phloroglucinol,step 1,phloroglucinol => dihydrophloroglucinol,anoxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,Acidobacteriaceae,Palsa-343,,SPRUCE 2060
Gene_321139,WT_drawdown_cm,WT_drawdown_cm,-1.4179096649327243,0.34374560627325795,3.5929506582254694e-4,WT_drawdown_cm,0.08322915272199274,28,23,-2.09165105322831,-0.7441682766371387,Suggestive (FDR < 0.10), 324958,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_27,  35,  30646,  32898, 1,K03782,catalase-peroxidase [EC:1.11.1.21],Peroxidase [PF00141.28],AA2,AA2 manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-); cytochrome-c peroxidase (EC 1.11.1.5); ascorbate peroxidase (EC 1.11.1.11),"1.11.1.11,1.11.1.13,1.11.1.14,1.11.1.16,1.11.1.5,1.11.1.-",AA2.hmm,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K03782,katG; catalase-peroxidase [EC:1.11.1.21],A,1480.4,AA2 manganese peroxidase (EC 1.11.1.13); versatile peroxidase (EC 1.11.1.16); lignin peroxidase (EC 1.11.1.14); peroxidase (EC 1.11.1.-),peroxidase (non-specific),non-specific;non-specific;non-specific,step 1,non-specific,oxic,extracellular,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
Gene_320397,WT_drawdown_cm,WT_drawdown_cm,-2.017760638759815,0.47819063067656375,3.950750920347757e-4,WT_drawdown_cm,0.08322915272199274,28,22,-2.9550142748858796,-1.08050700263375,Suggestive (FDR < 0.10), 324214,Peat-11-2-2022_S43-idba_metabat.25,Peat-11-2-2022_S43-idba_metabat.25_19,   2,    959,   2974,-1,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],HMGL-like [PF00682.24],,,,,d__Bacteria;p__Acidobacteriota;c__Acidobacteriae;o__Acidobacteriales;f__SbA1;g__Sulfotelmatobacter;s__,K01666,4-hydroxy 2-oxovalerate aldolase [EC:4.1.3.39],A, 364.4,mhpE; 4-hydroxy-2-oxovalerate aldolase,4-methylcatechol degradation- meta-cleavage route 2 (oxic),polyphenols;other_polyphenols;other_polyphenols;4-methylcatechol,route 2 step 4,4-Hydroxy-2-oxohexanoic acid => Propanal + Pyruvate,oxic,,Bacteria,Acidobacteriota,Acidobacteriae,Acidobacteriales,SbA1,Sulfotelmatobacter,,SPRUCE 124
