SPRUCE_ID,metadata,value,coef,stderr,pval,name,qval,N,N.not.zero
SPRUCE 2154,AvgTemp10cm,AvgTemp10cm,0.32370650237970655,0.17933524016821545,0.08266385978830078,AvgTemp10cm,0.7707757375335862,28,3
SPRUCE 275,AvgTemp10cm,AvgTemp10cm,0.31938190800554134,0.27318028943459716,0.2529606060312709,AvgTemp10cm,0.8719255408698705,28,7
SPRUCE 2053,AvgTemp10cm,AvgTemp10cm,0.27369607655658224,0.3026824649052482,0.3741734126183246,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2149,AvgTemp10cm,AvgTemp10cm,0.03844590636773944,0.03628741994233125,0.29912374720529633,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2046,AvgTemp10cm,AvgTemp10cm,0.11749478053208143,0.07937704858924281,0.15083360515011432,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2063,AvgTemp10cm,AvgTemp10cm,0.031274687213210396,0.036551428286310444,0.4000163351446081,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2202,AvgTemp10cm,AvgTemp10cm,0.031274687213209376,0.036551428286310396,0.40001633514462265,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 71,AvgTemp10cm,AvgTemp10cm,-0.34378499899254406,0.20813615478786668,0.11061757817237584,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2255,AvgTemp10cm,AvgTemp10cm,0.03404016901504761,0.03645627128055287,0.359036352025798,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 392,AvgTemp10cm,AvgTemp10cm,-0.4328926523237387,0.26467972480715335,0.11398766715753808,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2184,AvgTemp10cm,AvgTemp10cm,0.08084403907016455,0.09395916066546894,0.39742434528824033,AvgTemp10cm,0.8719255408698705,28,4
SPRUCE 154,AvgTemp10cm,AvgTemp10cm,-0.2558934988515702,0.2337147917413345,0.28360152844038267,AvgTemp10cm,0.8719255408698705,28,7
SPRUCE 2225,AvgTemp10cm,AvgTemp10cm,-0.4458216516852371,0.32697953406704855,0.18442981350790152,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2073,AvgTemp10cm,AvgTemp10cm,0.03127468721320837,0.03655142828631043,0.40001633514463797,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2152,AvgTemp10cm,AvgTemp10cm,0.1672621644444162,0.16682447255150093,0.32528298540801937,AvgTemp10cm,0.8719255408698705,28,3
SPRUCE 2192,AvgTemp10cm,AvgTemp10cm,0.6108772560064396,0.5772129649268021,0.29964257172953057,AvgTemp10cm,0.8719255408698705,28,4
SPRUCE 505,AvgTemp10cm,AvgTemp10cm,0.4491086596848316,0.5348746258048224,0.40875808680403014,AvgTemp10cm,0.8719255408698705,28,20
SPRUCE 176,AvgTemp10cm,AvgTemp10cm,0.3601289557134365,0.2975538937611502,0.23705297315238907,AvgTemp10cm,0.8719255408698705,28,9
SPRUCE 2082,AvgTemp10cm,AvgTemp10cm,0.03127468721321143,0.03655142828631041,0.40001633514459223,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2150,AvgTemp10cm,AvgTemp10cm,0.038445906367743,0.03628741994233127,0.299123747205253,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2224,AvgTemp10cm,AvgTemp10cm,-0.04834843527082139,0.03582903556160775,0.1888360254213871,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 372,AvgTemp10cm,AvgTemp10cm,1.125633113467657,0.8383905539446863,0.19100313846866435,AvgTemp10cm,0.8719255408698705,28,8
SPRUCE 630,AvgTemp10cm,AvgTemp10cm,-0.1876561544724275,0.22471872746489077,0.411285632485788,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2050,AvgTemp10cm,AvgTemp10cm,0.053984163183737076,0.03551814045701887,0.1406037400577454,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 415,AvgTemp10cm,AvgTemp10cm,0.48031827754539713,0.36119886342398955,0.19513705387254734,AvgTemp10cm,0.8719255408698705,28,6
SPRUCE 2049,AvgTemp10cm,AvgTemp10cm,0.05398416318373605,0.03551814045701888,0.14060374005775264,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2233,AvgTemp10cm,AvgTemp10cm,0.1364508176050448,0.1199595893983267,0.26571486072378536,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2064,AvgTemp10cm,AvgTemp10cm,0.031274687213210396,0.036551428286310444,0.4000163351446081,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2187,AvgTemp10cm,AvgTemp10cm,0.06963751830874544,0.050885401308177876,0.1828602929825566,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2129,AvgTemp10cm,AvgTemp10cm,0.2437027114945999,0.2517759506555225,0.3419952308736274,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2155,AvgTemp10cm,AvgTemp10cm,0.7484550871364484,0.6236374770303674,0.24090478051369274,AvgTemp10cm,0.8719255408698705,28,7
SPRUCE 2037,AvgTemp10cm,AvgTemp10cm,0.2345060582457872,0.2225081546346301,0.30161516183607123,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2058,AvgTemp10cm,AvgTemp10cm,0.03127468721321091,0.03655142828631046,0.40001633514460067,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 234,AvgTemp10cm,AvgTemp10cm,0.06284139938585395,0.05202488663907916,0.23795464738123254,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 259,AvgTemp10cm,AvgTemp10cm,0.266699720447076,0.3128636596242278,0.40175045898480277,AvgTemp10cm,0.8719255408698705,28,13
SPRUCE 2080,AvgTemp10cm,AvgTemp10cm,0.031274687213210396,0.036551428286310444,0.4000163351446081,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 356,AvgTemp10cm,AvgTemp10cm,0.33890427808913803,0.25704046866135977,0.19883825258037288,AvgTemp10cm,0.8719255408698705,28,6
SPRUCE 2148,AvgTemp10cm,AvgTemp10cm,0.21880108049509706,0.13097118582072803,0.10679617196197252,AvgTemp10cm,0.8719255408698705,28,4
SPRUCE 2065,AvgTemp10cm,AvgTemp10cm,0.03127468721321091,0.03655142828631046,0.40001633514460067,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 158,AvgTemp10cm,AvgTemp10cm,0.4311744451832337,0.31035262311322637,0.17652476582486873,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2159,AvgTemp10cm,AvgTemp10cm,0.260531245489239,0.20040083952028576,0.2049912192652703,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2051,AvgTemp10cm,AvgTemp10cm,0.4218597525541899,0.25631805671243385,0.11183257511676216,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2042,AvgTemp10cm,AvgTemp10cm,0.39183348498274506,0.2367795939213701,0.10997939926750652,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2066,AvgTemp10cm,AvgTemp10cm,0.03127468721321193,0.03655142828631044,0.40001633514458523,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2163,AvgTemp10cm,AvgTemp10cm,0.5090925688638602,0.3412187108932503,0.14773876882199413,AvgTemp10cm,0.8719255408698705,28,6
SPRUCE 417,AvgTemp10cm,AvgTemp10cm,-0.048348435270820875,0.03582903556160779,0.18883602542139202,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 109,AvgTemp10cm,AvgTemp10cm,0.453555094241372,0.3512692360373249,0.20800043208048816,AvgTemp10cm,0.8719255408698705,28,17
SPRUCE 2257,AvgTemp10cm,AvgTemp10cm,0.7119828783915599,0.6533294558134971,0.2858094595996868,AvgTemp10cm,0.8719255408698705,28,17
SPRUCE 2071,AvgTemp10cm,AvgTemp10cm,0.36848163501891923,0.3852214173324031,0.3476072842265071,AvgTemp10cm,0.8719255408698705,28,7
SPRUCE 164,AvgTemp10cm,AvgTemp10cm,0.47061937753230454,0.5078037022611143,0.36256737591604826,AvgTemp10cm,0.8719255408698705,28,18
SPRUCE 38,AvgTemp10cm,AvgTemp10cm,0.3704832847989157,0.3534023769492364,0.3041331720116226,AvgTemp10cm,0.8719255408698705,28,9
SPRUCE 140,AvgTemp10cm,AvgTemp10cm,0.385092904778368,0.26596771449194434,0.1595990163646919,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2204,AvgTemp10cm,AvgTemp10cm,0.03127468721320736,0.03655142828631042,0.40001633514465296,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2061,AvgTemp10cm,AvgTemp10cm,0.031274687213209376,0.036551428286310396,0.40001633514462265,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2104,AvgTemp10cm,AvgTemp10cm,-0.1111171175298359,0.07843067246322323,0.1684255458783591,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2200,AvgTemp10cm,AvgTemp10cm,0.031274687213209376,0.036551428286310396,0.40001633514462265,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2311,AvgTemp10cm,AvgTemp10cm,0.1711434289605556,0.13673841677653223,0.22185536677945483,AvgTemp10cm,0.8719255408698705,28,3
SPRUCE 2189,AvgTemp10cm,AvgTemp10cm,0.03127468721321143,0.03655142828631041,0.40001633514459223,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 557,AvgTemp10cm,AvgTemp10cm,0.35200492453352994,0.313666931046598,0.27202386978109266,AvgTemp10cm,0.8719255408698705,28,13
SPRUCE 131,AvgTemp10cm,AvgTemp10cm,0.48669448713759006,0.3215454044647054,0.1421870609908757,AvgTemp10cm,0.8719255408698705,28,3
SPRUCE 2219,AvgTemp10cm,AvgTemp10cm,-0.1850032584467153,0.18443998239625362,0.3250792603144782,AvgTemp10cm,0.8719255408698705,28,3
SPRUCE 2185,AvgTemp10cm,AvgTemp10cm,0.258324982093583,0.18167068203721964,0.16692937924753104,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2112,AvgTemp10cm,AvgTemp10cm,0.37707649096282886,0.3892838773064917,0.34164910183348063,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2070,AvgTemp10cm,AvgTemp10cm,0.03127468721320837,0.03655142828631043,0.40001633514463797,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2075,AvgTemp10cm,AvgTemp10cm,0.19195580823211605,0.18083054479974428,0.2982135495950766,AvgTemp10cm,0.8719255408698705,28,3
SPRUCE 2307,AvgTemp10cm,AvgTemp10cm,0.10878354921761406,0.08107486185130248,0.19127349737872942,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2052,AvgTemp10cm,AvgTemp10cm,0.03127468721320989,0.03655142828631042,0.4000163351446153,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 305,AvgTemp10cm,AvgTemp10cm,-0.6774132233866618,0.8089259324635357,0.40998680641336893,AvgTemp10cm,0.8719255408698705,28,10
SPRUCE 2024,AvgTemp10cm,AvgTemp10cm,-0.5381240536235955,0.4307272750666449,0.2226720941421572,AvgTemp10cm,0.8719255408698705,28,12
SPRUCE 2020,AvgTemp10cm,AvgTemp10cm,-0.1746475707509666,0.18999154077416236,0.36642081414285266,AvgTemp10cm,0.8719255408698705,28,3
SPRUCE 2177,AvgTemp10cm,AvgTemp10cm,0.5253192822956859,0.41513632670396605,0.2169461954325932,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2055,AvgTemp10cm,AvgTemp10cm,0.031274687213205886,0.036551428286310556,0.4000163351446765,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 643,AvgTemp10cm,AvgTemp10cm,-0.6463982653813611,0.5009094836208903,0.20825328785776034,AvgTemp10cm,0.8719255408698705,28,8
SPRUCE 2309,AvgTemp10cm,AvgTemp10cm,0.3906359028060834,0.2875072713849268,0.1859136689927549,AvgTemp10cm,0.8719255408698705,28,9
SPRUCE 2156,AvgTemp10cm,AvgTemp10cm,0.03844590636774197,0.03628741994233123,0.2991237472052651,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2036,AvgTemp10cm,AvgTemp10cm,0.04330074079094996,0.03607648475607634,0.24086515521331303,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 39,AvgTemp10cm,AvgTemp10cm,0.44839564831634193,0.36764457105338355,0.2335484055608118,AvgTemp10cm,0.8719255408698705,28,7
SPRUCE 190,AvgTemp10cm,AvgTemp10cm,-0.2121918736044378,0.13335763499420308,0.12366298076507225,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2215,AvgTemp10cm,AvgTemp10cm,-0.29780639854839236,0.2467933464851917,0.23841132879015653,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2087,AvgTemp10cm,AvgTemp10cm,0.15974174079714842,0.16289433262708783,0.33580472471005995,AvgTemp10cm,0.8719255408698705,28,4
SPRUCE 171,AvgTemp10cm,AvgTemp10cm,0.8080203410940363,0.6884219164769764,0.2511438692865128,AvgTemp10cm,0.8719255408698705,28,10
SPRUCE 2183,AvgTemp10cm,AvgTemp10cm,1.377532123375636,0.8545117049840343,0.11902112142337595,AvgTemp10cm,0.8719255408698705,28,13
SPRUCE 502,AvgTemp10cm,AvgTemp10cm,0.553698119603749,0.4717675976199189,0.25116798084179687,AvgTemp10cm,0.8719255408698705,28,10
SPRUCE 2079,AvgTemp10cm,AvgTemp10cm,0.03127468721321091,0.03655142828631046,0.40001633514460067,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2191,AvgTemp10cm,AvgTemp10cm,0.36761562436020667,0.364217986846987,0.3221186293134945,AvgTemp10cm,0.8719255408698705,28,6
SPRUCE 2081,AvgTemp10cm,AvgTemp10cm,0.038445906367743,0.03628741994233119,0.2991237472052519,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2217,AvgTemp10cm,AvgTemp10cm,-0.04834843527082341,0.035829035561607776,0.18883602542136957,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2067,AvgTemp10cm,AvgTemp10cm,0.511699053826854,0.4980076335867375,0.3136534043083653,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2199,AvgTemp10cm,AvgTemp10cm,0.031274687213209376,0.036551428286310396,0.40001633514462265,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 2157,AvgTemp10cm,AvgTemp10cm,0.1548850597584757,0.13341681572747685,0.25622629753351633,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2143,AvgTemp10cm,AvgTemp10cm,0.3182796856291136,0.36743269207387913,0.394289881935626,AvgTemp10cm,0.8719255408698705,28,7
SPRUCE 2161,AvgTemp10cm,AvgTemp10cm,0.038445906367743,0.03628741994233127,0.299123747205253,AvgTemp10cm,0.8719255408698705,28,1
SPRUCE 491,AvgTemp10cm,AvgTemp10cm,0.5754241471913858,0.5595858861392828,0.3132790153379327,AvgTemp10cm,0.8719255408698705,28,18
SPRUCE 2043,AvgTemp10cm,AvgTemp10cm,0.9670983861144912,0.6083293961627955,0.12397617170393709,AvgTemp10cm,0.8719255408698705,28,8
SPRUCE 87,AvgTemp10cm,AvgTemp10cm,0.7600444927012785,0.5004456287767347,0.14089664190312534,AvgTemp10cm,0.8719255408698705,28,6
SPRUCE 600,AvgTemp10cm,AvgTemp10cm,-0.1408738368832161,0.1508325631946712,0.35891033376286074,AvgTemp10cm,0.8719255408698705,28,2
SPRUCE 2169,AvgTemp10cm,AvgTemp10cm,0.36318682596567103,0.3312265961879604,0.2829166485895902,AvgTemp10cm,0.8719255408698705,28,5
SPRUCE 2060,AvgTemp10cm,AvgTemp10cm,0.27040679694201597,0.32687999961792835,0.4156316595249254,AvgTemp10cm,0.8741459505881368,28,3
SPRUCE 2218,AvgTemp10cm,AvgTemp10cm,0.21381042787899465,0.26420951289187955,0.4257178730398349,AvgTemp10cm,0.8883089476815451,28,6
SPRUCE 607,AvgTemp10cm,AvgTemp10cm,0.34734996287998665,0.4418065935685735,0.43885536559021465,AvgTemp10cm,0.9015245882279603,28,4
SPRUCE 2,AvgTemp10cm,AvgTemp10cm,0.512699554303789,0.6479693469946785,0.4359627488404699,AvgTemp10cm,0.9015245882279603,28,10
SPRUCE 2059,AvgTemp10cm,AvgTemp10cm,0.12701019686802958,0.16554158301346825,0.44985014548261204,AvgTemp10cm,0.9170022196376322,28,3
SPRUCE 156,AvgTemp10cm,AvgTemp10cm,-0.4271008360054757,0.5765559281560628,0.465465190194405,AvgTemp10cm,0.9415898885612011,28,8
SPRUCE 116,AvgTemp10cm,AvgTemp10cm,0.3890011858818098,0.5668697456458451,0.49864460105972186,AvgTemp10cm,0.9417300938937394,28,12
SPRUCE 666,AvgTemp10cm,AvgTemp10cm,-0.17702311068470838,0.24548565108998038,0.47727414886878505,AvgTemp10cm,0.9417300938937394,28,4
SPRUCE 2138,AvgTemp10cm,AvgTemp10cm,-0.2718336397019764,0.38823821088014165,0.4900380339074186,AvgTemp10cm,0.9417300938937394,28,12
SPRUCE 124,AvgTemp10cm,AvgTemp10cm,0.264719302006417,0.3844282089822748,0.4971706749085534,AvgTemp10cm,0.9417300938937394,28,22
SPRUCE 296,AvgTemp10cm,AvgTemp10cm,0.3798410187923847,0.5634915236766084,0.506206910205276,AvgTemp10cm,0.9417300938937394,28,14
SPRUCE 2270,AvgTemp10cm,AvgTemp10cm,0.04582491051502919,0.06769459955681416,0.5044253564847841,AvgTemp10cm,0.9417300938937394,28,2
SPRUCE 437,AvgTemp10cm,AvgTemp10cm,0.2353229136077081,0.3269883265039926,0.47814940723195853,AvgTemp10cm,0.9417300938937394,28,8
SPRUCE 2247,AvgTemp10cm,AvgTemp10cm,0.4091876737106474,0.5714508811515855,0.4803425371819704,AvgTemp10cm,0.9417300938937394,28,9
SPRUCE 348,AvgTemp10cm,AvgTemp10cm,0.5958795348737106,0.8523711105912646,0.49070624447456623,AvgTemp10cm,0.9417300938937394,28,15
SPRUCE 2021,AvgTemp10cm,AvgTemp10cm,-0.43302377294115013,0.6060144781912818,0.4812578781980751,AvgTemp10cm,0.9417300938937394,28,13
SPRUCE 697,AvgTemp10cm,AvgTemp10cm,0.06262336172931439,0.08905197373913852,0.4881668465188015,AvgTemp10cm,0.9417300938937394,28,3
SPRUCE 581,AvgTemp10cm,AvgTemp10cm,0.0246540032260892,0.03674573017540404,0.5081788808558669,AvgTemp10cm,0.9417300938937394,28,1
SPRUCE 583,AvgTemp10cm,AvgTemp10cm,0.08523553718831689,0.1482249771216985,0.5702063603966211,AvgTemp10cm,0.9466708593201705,28,4
SPRUCE 320,AvgTemp10cm,AvgTemp10cm,-0.4903886960510743,0.8421930688167198,0.5653965297779278,AvgTemp10cm,0.9466708593201705,28,15
SPRUCE 486,AvgTemp10cm,AvgTemp10cm,-0.4435433505307653,0.758078810578752,0.5635319308640327,AvgTemp10cm,0.9466708593201705,28,17
SPRUCE 63,AvgTemp10cm,AvgTemp10cm,0.3021433886494323,0.5273465632497178,0.5716006690785607,AvgTemp10cm,0.9466708593201705,28,12
SPRUCE 2113,AvgTemp10cm,AvgTemp10cm,-0.1625988118974905,0.2834786683882139,0.5711780549164744,AvgTemp10cm,0.9466708593201705,28,4
SPRUCE 2103,AvgTemp10cm,AvgTemp10cm,-0.022820350862275147,0.03679126009342239,0.5404820168880564,AvgTemp10cm,0.9466708593201705,28,1
SPRUCE 2323,AvgTemp10cm,AvgTemp10cm,0.44073765769463036,0.7053507000340442,0.5375158063534146,AvgTemp10cm,0.9466708593201705,28,9
SPRUCE 298,AvgTemp10cm,AvgTemp10cm,0.10229633890471035,0.18021264454951103,0.5751472013228205,AvgTemp10cm,0.9466708593201705,28,3
SPRUCE 2227,AvgTemp10cm,AvgTemp10cm,0.05589398332981714,0.0916125607304885,0.5470832732688347,AvgTemp10cm,0.9466708593201705,28,2
SPRUCE 2105,AvgTemp10cm,AvgTemp10cm,-0.02282035086227413,0.03679126009342243,0.5404820168880747,AvgTemp10cm,0.9466708593201705,28,1
SPRUCE 670,AvgTemp10cm,AvgTemp10cm,0.29323279190812473,0.48789271475197876,0.553031507081569,AvgTemp10cm,0.9466708593201705,28,8
SPRUCE 338,AvgTemp10cm,AvgTemp10cm,-0.32928778472230874,0.5157824751953793,0.528781801616637,AvgTemp10cm,0.9466708593201705,28,14
SPRUCE 2092,AvgTemp10cm,AvgTemp10cm,-0.022820350862275664,0.036791260093422394,0.5404820168880474,AvgTemp10cm,0.9466708593201705,28,1
SPRUCE 2095,AvgTemp10cm,AvgTemp10cm,-0.022820350862275664,0.036791260093422394,0.5404820168880474,AvgTemp10cm,0.9466708593201705,28,1
SPRUCE 510,AvgTemp10cm,AvgTemp10cm,-0.43763582051844707,0.7423905756574621,0.560617117808043,AvgTemp10cm,0.9466708593201705,28,17
SPRUCE 2093,AvgTemp10cm,AvgTemp10cm,-0.022820350862279713,0.03679126009342242,0.5404820168879764,AvgTemp10cm,0.9466708593201705,28,1
SPRUCE 467,AvgTemp10cm,AvgTemp10cm,0.34035150695526417,0.5158934591083444,0.5152277265349146,AvgTemp10cm,0.9466708593201705,28,25
SPRUCE 2172,AvgTemp10cm,AvgTemp10cm,0.05482262038644151,0.09327154945216808,0.561754611552821,AvgTemp10cm,0.9466708593201705,28,2
SPRUCE 2120,AvgTemp10cm,AvgTemp10cm,-0.09085820724059136,0.16196437279699225,0.5796166170332638,AvgTemp10cm,0.9481382932951538,28,5
SPRUCE 303,AvgTemp10cm,AvgTemp10cm,0.14157326235944542,0.2569164675564198,0.5863054957592568,AvgTemp10cm,0.9531960513877488,28,5
SPRUCE 97,AvgTemp10cm,AvgTemp10cm,0.14201169856673168,0.26866650212631404,0.6015803909581776,AvgTemp10cm,0.966174567296467,28,6
SPRUCE 337,AvgTemp10cm,AvgTemp10cm,0.2535865160973706,0.4781811225657011,0.6003941438505331,AvgTemp10cm,0.966174567296467,28,23
SPRUCE 513,AvgTemp10cm,AvgTemp10cm,0.09918605197950857,0.21680031995148702,0.6511121841182317,AvgTemp10cm,0.9672939171089258,28,3
SPRUCE 549,AvgTemp10cm,AvgTemp10cm,0.48282396211524514,0.9577718771071863,0.61842824023736,AvgTemp10cm,0.9672939171089258,28,23
SPRUCE 2240,AvgTemp10cm,AvgTemp10cm,-0.1368628254492139,0.2717986413230953,0.6188210455344396,AvgTemp10cm,0.9672939171089258,28,3
SPRUCE 503,AvgTemp10cm,AvgTemp10cm,-0.20826885788964328,0.41763639733782076,0.6221944719645986,AvgTemp10cm,0.9672939171089258,28,17
SPRUCE 2196,AvgTemp10cm,AvgTemp10cm,-0.06930018008602039,0.1533949903699436,0.6551766502762542,AvgTemp10cm,0.9672939171089258,28,2
SPRUCE 2264,AvgTemp10cm,AvgTemp10cm,0.01682118169341176,0.03691535721741486,0.6524109841120964,AvgTemp10cm,0.9672939171089258,28,1
SPRUCE 112,AvgTemp10cm,AvgTemp10cm,-0.06553669193837454,0.14552941563340982,0.656203141154968,AvgTemp10cm,0.9672939171089258,28,3
SPRUCE 2132,AvgTemp10cm,AvgTemp10cm,0.20380737927517337,0.425903409341111,0.636272911123678,AvgTemp10cm,0.9672939171089258,28,9
SPRUCE 2109,AvgTemp10cm,AvgTemp10cm,-0.22178187930799184,0.4258163142903972,0.6068865094473648,AvgTemp10cm,0.9672939171089258,28,2
